ID;rodada;data;hora;dia;mandante;visitante;formacao_mandante;formacao_visitante;tecnico_mandante;tecnico_visitante;vencedor;arena;mandante_placar;visitante_placar;mandante_estado;visitante_estado;estado_vencedor
3994;15;09/08/2012;21:00;Quinta-feira;Ponte Preta;Gremio;;;;;-;moises lucarelli;0;0;SP;RS;-
3995;15;09/08/2012;21:00;Quinta-feira;Atletico-MG;Coritiba;;;;;Atletico-MG;independencia;1;0;MG;PR;MG
3996;15;09/08/2012;21:00;Quinta-feira;Fluminense;Sao Paulo;;;;;Fluminense;sao januario;2;1;RJ;SP;RJ
3997;16;11/08/2012;18:30;Sabado;Bahia;Cruzeiro;;;;;Cruzeiro;pituacu;0;1;BA;MG;MG
3998;16;11/08/2012;18:30;Sabado;Sport;Figueirense;;;;;Figueirense;ilha do retiro;0;1;PE;SC;SC
3999;16;11/08/2012;18:30;Sabado;Santos;Atletico-GO;;;;;-;pacaembu;2;2;SP;GO;-
4000;16;11/08/2012;21:00;Sabado;Flamengo;Nautico;;;;;Flamengo;raulino de oliveira;2;0;RJ;PE;RJ
4001;16;12/08/2012;16:00;Domingo;Atletico-MG;Vasco;;;;;Atletico-MG;independencia;1;0;MG;RJ;MG
4002;16;12/08/2012;16:00;Domingo;Internacional;Ponte Preta;;;;;Internacional;beira rio;2;1;RS;SP;RS
4003;16;12/08/2012;16:00;Domingo;Coritiba;Corinthians;;;;;Corinthians;couto pereira;1;2;PR;SP;SP
4004;16;12/08/2012;16:00;Domingo;Sao Paulo;Gremio;;;;;Gremio;morumbi;1;2;SP;RS;RS
4005;16;12/08/2012;18:30;Domingo;Fluminense;Palmeiras;;;;;Fluminense;engenhao;1;0;RJ;SP;RJ
4006;16;12/08/2012;18:30;Domingo;Portuguesa;Botafogo-RJ;;;;;-;caninde;1;1;SP;RJ;-
4007;17;15/08/2012;19:30;Quarta-feira;Gremio;Portuguesa;;;;;Portuguesa;olimpico;1;2;RS;SP;SP
4008;17;15/08/2012;19:30;Quarta-feira;Cruzeiro;Fluminense;;;;;-;independencia;1;1;MG;RJ;-
4009;17;15/08/2012;20:30;Quarta-feira;Atletico-GO;Atletico-MG;;;;;-;serra dourada;1;1;GO;MG;-
4010;17;15/08/2012;20:30;Quarta-feira;Ponte Preta;Bahia;;;;;Bahia;moises lucarelli;0;2;SP;BA;BA
4011;17;15/08/2012;21:50;Quarta-feira;Palmeiras;Flamengo;;;;;Palmeiras;arena barueri;1;0;SP;RJ;SP
4012;17;15/08/2012;21:50;Quarta-feira;Nautico;Sao Paulo;;;;;Nautico;aflitos;3;0;PE;SP;PE
4013;17;15/08/2012;21:50;Quarta-feira;Botafogo-RJ;Sport;;;;;Botafogo-RJ;engenhao;2;0;RJ;PE;RJ
4014;17;16/08/2012;21:00;Quinta-feira;Vasco;Coritiba;;;;;-;sao januario;2;2;RJ;PR;-
4015;17;16/08/2012;21:00;Quinta-feira;Corinthians;Internacional;;;;;Corinthians;pacaembu;1;0;SP;RS;SP
4016;17;16/08/2012;21:00;Quinta-feira;Figueirense;Santos;;;;;Santos;orlando scarpelli;1;3;SC;SP;SP
4017;18;18/08/2012;18:30;Sabado;Nautico;Bahia;;;;;Nautico;aflitos;1;0;PE;BA;PE
4018;18;18/08/2012;18:30;Sabado;Fluminense;Sport;;;;;Fluminense;raulino de oliveira;1;0;RJ;PE;RJ
4019;18;18/08/2012;21:00;Sabado;Sao Paulo;Ponte Preta;;;;;Sao Paulo;morumbi;3;0;SP;SP;SP
4020;18;19/08/2012;16:00;Domingo;Santos;Corinthians;;;;;Santos;vila belmiro;3;2;SP;SP;SP
4021;18;19/08/2012;16:00;Domingo;Coritiba;Cruzeiro;;;;;Coritiba;couto pereira;4;0;PR;MG;PR
4022;18;19/08/2012;16:00;Domingo;Atletico-MG;Botafogo-RJ;;;;;Atletico-MG;independencia;3;2;MG;RJ;MG
4023;18;19/08/2012;16:00;Domingo;Gremio;Figueirense;;;;;Gremio;olimpico;4;0;RS;SC;RS
4024;18;19/08/2012;18:30;Domingo;Portuguesa;Internacional;;;;;-;caninde;1;1;SP;RS;-
4025;18;19/08/2012;18:30;Domingo;Atletico-GO;Palmeiras;;;;;Atletico-GO;serra dourada;2;1;GO;SP;GO
4026;18;19/08/2012;18:30;Domingo;Flamengo;Vasco;;;;;Flamengo;engenhao;1;0;RJ;RJ;RJ
4027;19;25/08/2012;18:30;Sabado;Palmeiras;Santos;;;;;Santos;pacaembu;1;2;SP;SP;SP
4028;19;25/08/2012;18:30;Sabado;Vasco;Fluminense;;;;;Fluminense;sao januario;1;2;RJ;RJ;RJ
4029;19;25/08/2012;21:00;Sabado;Ponte Preta;Portuguesa;;;;;Ponte Preta;moises lucarelli;2;1;SP;SP;SP
4030;19;26/08/2012;16:00;Domingo;Internacional;Gremio;;;;;Gremio;beira rio;0;1;RS;RS;RS
4031;19;26/08/2012;16:00;Domingo;Botafogo-RJ;Flamengo;;;;;-;engenhao;0;0;RJ;RJ;-
4032;19;26/08/2012;16:00;Domingo;Corinthians;Sao Paulo;;;;;Sao Paulo;pacaembu;1;2;SP;SP;SP
4033;19;26/08/2012;16:00;Domingo;Figueirense;Coritiba;;;;;Figueirense;orlando scarpelli;3;1;SC;PR;SC
4034;19;26/08/2012;18:30;Domingo;Cruzeiro;Atletico-MG;;;;;-;independencia;2;2;MG;MG;-
4035;19;26/08/2012;18:30;Domingo;Bahia;Atletico-GO;;;;;-;pituacu;1;1;BA;GO;-
4036;19;26/08/2012;18:30;Domingo;Sport;Nautico;;;;;-;ilha do retiro;0;0;PE;PE;-
4037;20;29/08/2012;19:30;Quarta-feira;Coritiba;Internacional;;;;;Coritiba;couto pereira;1;0;PR;RS;PR
4038;20;29/08/2012;19:30;Quarta-feira;Santos;Bahia;;;;;Bahia;vila belmiro;1;3;SP;BA;BA
4039;20;29/08/2012;20:30;Quarta-feira;Portuguesa;Palmeiras;;;;;Portuguesa;caninde;3;0;SP;SP;SP
4040;20;29/08/2012;20:30;Quarta-feira;Nautico;Figueirense;;;;;Nautico;aflitos;3;2;PE;SC;PE
4041;20;29/08/2012;20:30;Quarta-feira;Atletico-MG;Ponte Preta;;;;;-;independencia;2;2;MG;SP;-
4042;20;29/08/2012;22:00;Quarta-feira;Fluminense;Corinthians;;;;;-;engenhao;1;1;RJ;SP;-
4043;20;29/08/2012;22:00;Quarta-feira;Gremio;Vasco;;;;;Gremio;olimpico;2;0;RS;RJ;RS
4044;20;29/08/2012;22:00;Quarta-feira;Atletico-GO;Cruzeiro;;;;;Cruzeiro;serra dourada;0;2;GO;MG;MG
4045;20;30/08/2012;21:00;Quinta-feira;Flamengo;Sport;;;;;-;raulino de oliveira;1;1;RJ;PE;-
4046;20;30/08/2012;21:00;Quinta-feira;Sao Paulo;Botafogo-RJ;;;;;Sao Paulo;morumbi;4;0;SP;RJ;SP
4047;21;01/09/2012;18:30;Sabado;Palmeiras;Gremio;;;;;-;pacaembu;0;0;SP;RS;-
4048;21;01/09/2012;18:30;Sabado;Figueirense;Fluminense;;;;;-;orlando scarpelli;2;2;SC;RJ;-
4049;21;01/09/2012;21:00;Sabado;Vasco;Portuguesa;;;;;Vasco;sao januario;2;0;RJ;SP;RJ
4050;21;02/09/2012;16:00;Domingo;Internacional;Flamengo;;;;;Internacional;beira rio;4;1;RS;RJ;RS
4051;21;02/09/2012;16:00;Domingo;Corinthians;Atletico-MG;;;;;Corinthians;pacaembu;1;0;SP;MG;SP
4052;21;02/09/2012;16:00;Domingo;Bahia;Sao Paulo;;;;;Bahia;pituacu;1;0;BA;SP;BA
4053;21;02/09/2012;16:00;Domingo;Sport;Santos;;;;;Sport;ilha do retiro;2;1;PE;SP;PE
4054;21;02/09/2012;18:30;Domingo;Ponte Preta;Atletico-GO;;;;;Ponte Preta;moises lucarelli;3;1;SP;GO;SP
4055;21;02/09/2012;18:30;Domingo;Cruzeiro;Nautico;;;;;Cruzeiro;independencia;3;0;MG;PE;MG
4056;21;02/09/2012;18:30;Domingo;Botafogo-RJ;Coritiba;;;;;Botafogo-RJ;engenhao;2;0;RJ;PR;RJ
4057;22;05/09/2012;19:30;Quarta-feira;Flamengo;Ponte Preta;;;;;Ponte Preta;raulino de oliveira;0;1;RJ;SP;SP
4058;22;05/09/2012;19:30;Quarta-feira;Portuguesa;Coritiba;;;;;Portuguesa;caninde;3;0;SP;PR;SP
4059;22;05/09/2012;19:30;Quarta-feira;Nautico;Vasco;;;;;-;aflitos;1;1;PE;RJ;-
4060;22;05/09/2012;19:30;Quarta-feira;Bahia;Atletico-MG;;;;;-;pituacu;0;0;BA;MG;-
4061;22;05/09/2012;20:30;Quarta-feira;Gremio;Atletico-GO;;;;;Gremio;olimpico;2;1;RS;GO;RS
4062;22;05/09/2012;22:00;Quarta-feira;Figueirense;Corinthians;;;;;Figueirense;orlando scarpelli;1;0;SC;SP;SC
4063;22;05/09/2012;22:00;Quarta-feira;Sao Paulo;Internacional;;;;;-;morumbi;1;1;SP;RS;-
4064;22;05/09/2012;22:00;Quarta-feira;Cruzeiro;Botafogo-RJ;;;;;Botafogo-RJ;independencia;1;3;MG;RJ;RJ
4065;22;06/09/2012;21:00;Quinta-feira;Fluminense;Santos;;;;;Fluminense;engenhao;3;1;RJ;SP;RJ
4066;22;06/09/2012;21:00;Quinta-feira;Palmeiras;Sport;;;;;Palmeiras;pacaembu;3;1;SP;PE;SP
4067;23;08/09/2012;18:30;Sabado;Coritiba;Flamengo;;;;;Coritiba;couto pereira;3;0;PR;RJ;PR
4068;23;08/09/2012;18:30;Sabado;Ponte Preta;Figueirense;;;;;-;moises lucarelli;2;2;SP;SC;-
4069;23;08/09/2012;21:00;Sabado;Corinthians;Gremio;;;;;Corinthians;pacaembu;3;1;SP;RS;SP
4070;23;09/09/2012;16:00;Domingo;Santos;Sao Paulo;;;;;-;vila belmiro;0;0;SP;SP;-
4071;23;09/09/2012;16:00;Domingo;Internacional;Fluminense;;;;;Fluminense;beira rio;0;1;RS;RJ;RJ
4072;23;09/09/2012;16:00;Domingo;Botafogo-RJ;Nautico;;;;;Botafogo-RJ;engenhao;3;1;RJ;PE;RJ
4073;23;09/09/2012;18:30;Domingo;Vasco;Bahia;;;;;Bahia;sao januario;0;4;RJ;BA;BA
4074;23;09/09/2012;18:30;Domingo;Atletico-GO;Portuguesa;;;;;-;serra dourada;1;1;GO;SP;-
4075;23;09/09/2012;18:30;Domingo;Sport;Cruzeiro;;;;;Sport;ilha do retiro;2;1;PE;MG;PE
4076;23;09/09/2012;18:30;Domingo;Atletico-MG;Palmeiras;;;;;Atletico-MG;independencia;3;0;MG;SP;MG
4077;24;12/09/2012;19:30;Quarta-feira;Portuguesa;Fluminense;;;;;Fluminense;caninde;0;2;SP;RJ;RJ
4078;24;12/09/2012;19:30;Quarta-feira;Figueirense;Cruzeiro;;;;;Figueirense;orlando scarpelli;2;0;SC;MG;SC
4079;24;12/09/2012;19:30;Quarta-feira;Corinthians;Ponte Preta;;;;;-;pacaembu;1;1;SP;SP;-
4080;24;12/09/2012;20:30;Quarta-feira;Atletico-GO;Coritiba;;;;;Coritiba;serra dourada;1;2;GO;PR;PR
4081;24;12/09/2012;20:30;Quarta-feira;Sport;Bahia;;;;;-;ilha do retiro;1;1;PE;BA;-
4082;24;12/09/2012;22:00;Quarta-feira;Atletico-MG;Sao Paulo;;;;;Atletico-MG;independencia;1;0;MG;SP;MG
4083;24;12/09/2012;22:00;Quarta-feira;Vasco;Palmeiras;;;;;Vasco;sao januario;3;1;RJ;SP;RJ
4084;24;12/09/2012;22:00;Quarta-feira;Santos;Flamengo;;;;;Santos;vila belmiro;2;0;SP;RJ;SP
4085;24;13/09/2012;21:00;Quinta-feira;Gremio;Nautico;;;;;Gremio;olimpico;2;0;RS;PE;RS
4086;24;13/09/2012;21:00;Quinta-feira;Botafogo-RJ;Internacional;;;;;-;engenhao;1;1;RJ;RS;-
4087;25;15/09/2012;18:30;Sabado;Fluminense;Atletico-GO;;;;;Atletico-GO;raulino de oliveira;1;2;RJ;GO;GO
4088;25;15/09/2012;18:30;Sabado;Sao Paulo;Portuguesa;;;;;Sao Paulo;morumbi;3;1;SP;SP;SP
4089;25;16/09/2012;16:00;Domingo;Coritiba;Santos;;;;;Santos;couto pereira;1;2;PR;SP;SP
4090;25;16/09/2012;16:00;Domingo;Palmeiras;Corinthians;;;;;Corinthians;pacaembu;0;2;SP;SP;SP
4091;25;16/09/2012;16:00;Domingo;Cruzeiro;Vasco;;;;;-;melao;1;1;MG;RJ;-
4092;25;16/09/2012;16:00;Domingo;Nautico;Atletico-MG;;;;;Nautico;aflitos;1;0;PE;MG;PE
4093;25;16/09/2012;16:00;Domingo;Bahia;Figueirense;;;;;Bahia;pituacu;2;1;BA;SC;BA
4094;25;16/09/2012;18:30;Domingo;Flamengo;Gremio;;;;;-;engenhao;1;1;RJ;RS;-
4095;25;16/09/2012;18:30;Domingo;Internacional;Sport;;;;;-;beira rio;2;2;RS;PE;-
4096;25;16/09/2012;18:30;Domingo;Ponte Preta;Botafogo-RJ;;;;;-;moises lucarelli;0;0;SP;RJ;-
4097;26;22/09/2012;18:30;Sabado;Figueirense;Palmeiras;;;;;Palmeiras;orlando scarpelli;1;3;SC;SP;SP
4098;26;22/09/2012;18:30;Sabado;Fluminense;Nautico;;;;;Fluminense;raulino de oliveira;2;1;RJ;PE;RJ
4099;26;22/09/2012;21:00;Sabado;Santos;Portuguesa;;;;;Portuguesa;pacaembu;1;3;SP;SP;SP
4100;26;23/09/2012;16:00;Domingo;Botafogo-RJ;Corinthians;;;;;-;engenhao;2;2;RJ;SP;-
4101;26;23/09/2012;16:00;Domingo;Sao Paulo;Cruzeiro;;;;;Sao Paulo;morumbi;1;0;SP;MG;SP
4102;26;23/09/2012;16:00;Domingo;Ponte Preta;Vasco;;;;;-;moises lucarelli;0;0;SP;RJ;-
4103;26;23/09/2012;16:00;Domingo;Atletico-GO;Flamengo;;;;;Flamengo;serra dourada;1;2;GO;RJ;RJ
4104;26;23/09/2012;18:30;Domingo;Internacional;Bahia;;;;;Internacional;beira rio;3;1;RS;BA;RS
4105;26;23/09/2012;18:30;Domingo;Atletico-MG;Gremio;;;;;-;independencia;0;0;MG;RS;-
4106;26;23/09/2012;18:30;Domingo;Sport;Coritiba;;;;;Sport;ilha do retiro;1;0;PE;PR;PE
4107;27;29/09/2012;18:30;Sabado;Portuguesa;Atletico-MG;;;;;-;caninde;1;1;SP;MG;-
4108;27;29/09/2012;18:30;Sabado;Vasco;Figueirense;;;;;Vasco;sao januario;3;1;RJ;SC;RJ
4109;27;29/09/2012;18:30;Sabado;Cruzeiro;Internacional;;;;;-;independencia;0;0;MG;RS;-
4110;27;29/09/2012;18:30;Sabado;Nautico;Atletico-GO;;;;;Nautico;aflitos;2;0;PE;GO;PE
4111;27;29/09/2012;21:00;Sabado;Palmeiras;Ponte Preta;;;;;Palmeiras;pacaembu;3;0;SP;SP;SP
4112;27;30/09/2012;16:00;Domingo;Flamengo;Fluminense;;;;;Fluminense;engenhao;0;1;RJ;RJ;RJ
4113;27;30/09/2012;16:00;Domingo;Corinthians;Sport;;;;;Corinthians;pacaembu;3;0;SP;PE;SP
4114;27;30/09/2012;16:00;Domingo;Bahia;Botafogo-RJ;;;;;Bahia;pituacu;2;0;BA;RJ;BA
4115;27;30/09/2012;16:00;Domingo;Coritiba;Sao Paulo;;;;;-;couto pereira;1;1;PR;SP;-
4116;27;30/09/2012;18:30;Domingo;Gremio;Santos;;;;;-;olimpico;1;1;RS;SP;-
4117;28;04/10/2012;21:00;Quinta-feira;Flamengo;Bahia;;;;;-;engenhao;0;0;RJ;BA;-
4118;28;04/10/2012;21:00;Quinta-feira;Portuguesa;Sport;;;;;Portuguesa;caninde;5;1;SP;PE;SP
4119;28;04/10/2012;21:00;Quinta-feira;Coritiba;Ponte Preta;;;;;Coritiba;couto pereira;1;0;PR;SP;PR
4120;28;06/10/2012;16:00;Sabado;Sao Paulo;Palmeiras;;;;;Sao Paulo;morumbi;3;0;SP;SP;SP
4121;28;06/10/2012;16:20;Sabado;Santos;Internacional;;;;;-;vila belmiro;1;1;SP;RS;-
4122;28;06/10/2012;16:20;Sabado;Atletico-GO;Vasco;;;;;Vasco;serra dourada;0;1;GO;RJ;RJ
4123;28;06/10/2012;16:20;Sabado;Nautico;Corinthians;;;;;Nautico;aflitos;2;1;PE;SP;PE
4124;28;06/10/2012;18:30;Sabado;Fluminense;Botafogo-RJ;;;;;Fluminense;engenhao;1;0;RJ;RJ;RJ
4125;28;06/10/2012;18:30;Sabado;Gremio;Cruzeiro;;;;;Gremio;olimpico;2;1;RS;MG;RS
4126;28;06/10/2012;18:30;Sabado;Atletico-MG;Figueirense;;;;;Atletico-MG;independencia;6;0;MG;SC;MG
4127;29;10/10/2012;19:30;Quarta-feira;Cruzeiro;Portuguesa;;;;;Cruzeiro;melao;2;0;MG;SP;MG
4128;29;10/10/2012;19:30;Quarta-feira;Botafogo-RJ;Santos;;;;;Santos;engenhao;0;2;RJ;SP;SP
4129;29;10/10/2012;19:30;Quarta-feira;Figueirense;Atletico-GO;;;;;Figueirense;orlando scarpelli;3;1;SC;GO;SC
4130;29;10/10/2012;19:30;Quarta-feira;Ponte Preta;Nautico;;;;;Ponte Preta;moises lucarelli;2;1;SP;PE;SP
4131;29;10/10/2012;19:30;Quarta-feira;Bahia;Fluminense;;;;;Fluminense;pituacu;0;2;BA;RJ;RJ
4132;29;10/10/2012;22:00;Quarta-feira;Vasco;Sao Paulo;;;;;Sao Paulo;sao januario;0;2;RJ;SP;SP
4133;29;10/10/2012;22:00;Quarta-feira;Corinthians;Flamengo;;;;;Corinthians;pacaembu;3;2;SP;RJ;SP
4134;29;10/10/2012;22:00;Quarta-feira;Internacional;Atletico-MG;;;;;Internacional;beira rio;3;0;RS;MG;RS
4135;29;11/10/2012;21:00;Quinta-feira;Palmeiras;Coritiba;;;;;Coritiba;fonte luminosa;0;1;SP;PR;PR
4136;29;11/10/2012;21:00;Quinta-feira;Sport;Gremio;;;;;Gremio;ilha do retiro;1;3;PE;RS;RS
4137;30;13/10/2012;18:30;Sabado;Flamengo;Cruzeiro;;;;;-;engenhao;1;1;RJ;MG;-
4138;30;13/10/2012;18:30;Sabado;Atletico-GO;Internacional;;;;;Atletico-GO;serra dourada;3;1;GO;RS;GO
4139;30;13/10/2012;21:00;Sabado;Portuguesa;Corinthians;;;;;-;caninde;1;1;SP;SP;-
4140;30;14/10/2012;16:00;Domingo;Atletico-MG;Sport;;;;;Atletico-MG;independencia;2;1;MG;PE;MG
4141;30;14/10/2012;16:00;Domingo;Santos;Vasco;;;;;Santos;vila belmiro;2;0;SP;RJ;SP
4142;30;14/10/2012;16:00;Domingo;Sao Paulo;Figueirense;;;;;Sao Paulo;morumbi;2;0;SP;SC;SP
4143;30;14/10/2012;16:00;Domingo;Coritiba;Bahia;;;;;Coritiba;couto pereira;2;1;PR;BA;PR
4144;30;14/10/2012;16:00;Domingo;Nautico;Palmeiras;;;;;Nautico;aflitos;1;0;PE;SP;PE
4145;30;14/10/2012;18:30;Domingo;Fluminense;Ponte Preta;;;;;Fluminense;sao januario;2;1;RJ;SP;RJ
4146;30;14/10/2012;18:30;Domingo;Gremio;Botafogo-RJ;;;;;-;olimpico;1;1;RS;RJ;-
4147;31;17/10/2012;19:30;Quarta-feira;Fluminense;Gremio;;;;;-;engenhao;2;2;RJ;RS;-
4148;31;17/10/2012;19:30;Quarta-feira;Internacional;Figueirense;;;;;Figueirense;beira rio;2;3;RS;SC;SC
4149;31;17/10/2012;19:30;Quarta-feira;Coritiba;Nautico;;;;;Coritiba;couto pereira;2;1;PR;PE;PR
4150;31;17/10/2012;19:30;Quarta-feira;Bahia;Palmeiras;;;;;Palmeiras;pituacu;0;1;BA;SP;SP
4151;31;17/10/2012;22:00;Quarta-feira;Cruzeiro;Corinthians;;;;;Cruzeiro;independencia;2;0;MG;SP;MG
4152;31;17/10/2012;22:00;Quarta-feira;Portuguesa;Flamengo;;;;;-;caninde;0;0;SP;RJ;-
4153;31;17/10/2012;22:00;Quarta-feira;Santos;Atletico-MG;;;;;-;vila belmiro;2;2;SP;MG;-
4154;31;18/10/2012;21:00;Quinta-feira;Botafogo-RJ;Vasco;;;;;Botafogo-RJ;engenhao;3;2;RJ;RJ;RJ
4155;31;18/10/2012;21:00;Quinta-feira;Sao Paulo;Atletico-GO;;;;;Sao Paulo;morumbi;2;0;SP;GO;SP
4156;31;18/10/2012;21:00;Quinta-feira;Sport;Ponte Preta;;;;;Sport;ilha do retiro;3;1;PE;SP;PE
4157;32;20/10/2012;18:30;Sabado;Palmeiras;Cruzeiro;;;;;Palmeiras;fonte luminosa;2;0;SP;MG;SP
4158;32;20/10/2012;18:30;Sabado;Gremio;Coritiba;;;;;-;olimpico;0;0;RS;PR;-
4159;32;20/10/2012;18:30;Sabado;Corinthians;Bahia;;;;;-;pacaembu;1;1;SP;BA;-
4160;32;21/10/2012;16:00;Domingo;Atletico-MG;Fluminense;;;;;Atletico-MG;independencia;3;2;MG;RJ;MG
4161;32;21/10/2012;16:00;Domingo;Flamengo;Sao Paulo;;;;;Flamengo;engenhao;1;0;RJ;SP;RJ
4162;32;21/10/2012;16:00;Domingo;Nautico;Portuguesa;;;;;-;aflitos;0;0;PE;SP;-
4163;32;21/10/2012;18:30;Domingo;Ponte Preta;Santos;;;;;Ponte Preta;moises lucarelli;1;0;SP;SP;SP
4164;32;21/10/2012;18:30;Domingo;Atletico-GO;Sport;;;;;Sport;serra dourada;0;1;GO;PE;PE
4165;32;24/10/2012;20:30;Quarta-feira;Vasco;Internacional;;;;;Internacional;sao januario;1;2;RJ;RS;RS
4166;32;24/10/2012;22:00;Quarta-feira;Figueirense;Botafogo-RJ;;;;;Botafogo-RJ;orlando scarpelli;0;2;SC;RJ;RJ
4167;33;25/10/2012;21:00;Quinta-feira;Fluminense;Coritiba;;;;;Fluminense;engenhao;2;1;RJ;PR;RJ
4168;33;25/10/2012;21:00;Quinta-feira;Santos;Nautico;;;;;-;vila belmiro;0;0;SP;PE;-
4169;33;25/10/2012;21:00;Quinta-feira;Ponte Preta;Cruzeiro;;;;;Ponte Preta;moises lucarelli;1;0;SP;MG;SP
4170;33;27/10/2012;16:20;Sabado;Internacional;Palmeiras;;;;;Internacional;beira rio;2;1;RS;SP;RS
4171;33;27/10/2012;16:20;Sabado;Corinthians;Vasco;;;;;Corinthians;pacaembu;1;0;SP;RJ;SP
4172;33;27/10/2012;18:30;Sabado;Botafogo-RJ;Atletico-GO;;;;;Botafogo-RJ;engenhao;4;0;RJ;GO;RJ
4173;33;27/10/2012;18:30;Sabado;Figueirense;Portuguesa;;;;;-;orlando scarpelli;0;0;SC;SP;-
4174;33;27/10/2012;18:30;Sabado;Sport;Sao Paulo;;;;;Sao Paulo;ilha do retiro;2;4;PE;SP;SP
4175;33;27/10/2012;18:30;Sabado;Bahia;Gremio;;;;;-;pituacu;1;1;BA;RS;-
4176;33;31/10/2012;21:50;Quarta-feira;Atletico-MG;Flamengo;;;;;-;independencia;1;1;MG;RJ;-
4177;34;03/11/2012;19:30;Sabado;Cruzeiro;Santos;;;;;Santos;independencia;0;4;MG;SP;SP
4178;34;03/11/2012;19:30;Sabado;Gremio;Ponte Preta;;;;;Gremio;olimpico;1;0;RS;SP;RS
4179;34;03/11/2012;21:00;Sabado;Flamengo;Figueirense;;;;;Flamengo;raulino de oliveira;1;0;RJ;SC;RJ
4180;34;04/11/2012;17:00;Domingo;Palmeiras;Botafogo-RJ;;;;;-;fonte luminosa;2;2;SP;RJ;-
4181;34;04/11/2012;17:00;Domingo;Vasco;Sport;;;;;Sport;sao januario;0;3;RJ;PE;PE
4182;34;04/11/2012;17:00;Domingo;Sao Paulo;Fluminense;;;;;-;morumbi;1;1;SP;RJ;-
4183;34;04/11/2012;17:00;Domingo;Atletico-GO;Corinthians;;;;;Corinthians;boca do jacare;0;2;GO;SP;SP
4184;34;04/11/2012;19:30;Domingo;Portuguesa;Bahia;;;;;Bahia;caninde;0;1;SP;BA;BA
4185;34;04/11/2012;19:30;Domingo;Coritiba;Atletico-MG;;;;;Coritiba;couto pereira;1;0;PR;MG;PR
4186;34;04/11/2012;19:30;Domingo;Nautico;Internacional;;;;;Nautico;aflitos;3;0;PE;RS;PE
4187;35;10/11/2012;19:30;Sabado;Botafogo-RJ;Portuguesa;;;;;Botafogo-RJ;engenhao;3;0;RJ;SP;RJ
4188;35;10/11/2012;19:30;Sabado;Atletico-GO;Santos;;;;;Atletico-GO;bezerrao;2;1;GO;SP;GO
4189;35;10/11/2012;21:00;Sabado;Corinthians;Coritiba;;;;;Corinthians;pacaembu;5;1;SP;PR;SP
4190;35;11/11/2012;17:00;Domingo;Palmeiras;Fluminense;;;;;Fluminense;prudentao;2;3;SP;RJ;RJ
4191;35;11/11/2012;17:00;Domingo;Gremio;Sao Paulo;;;;;Gremio;olimpico;2;1;RS;SP;RS
4192;35;11/11/2012;17:00;Domingo;Vasco;Atletico-MG;;;;;-;sao januario;1;1;RJ;MG;-
4193;35;11/11/2012;19:30;Domingo;Cruzeiro;Bahia;;;;;Cruzeiro;independencia;3;1;MG;BA;MG
4194;35;11/11/2012;19:30;Domingo;Nautico;Flamengo;;;;;Flamengo;aflitos;0;1;PE;RJ;RJ
4195;35;11/11/2012;19:30;Domingo;Figueirense;Sport;;;;;-;orlando scarpelli;1;1;SC;PE;-
4196;35;11/11/2012;19:30;Domingo;Ponte Preta;Internacional;;;;;Ponte Preta;moises lucarelli;1;0;SP;RS;SP
4197;36;17/11/2012;19:30;Sabado;Santos;Figueirense;;;;;Santos;vila belmiro;2;0;SP;SC;SP
4198;36;17/11/2012;19:30;Sabado;Coritiba;Vasco;;;;;Vasco;couto pereira;1;2;PR;RJ;RJ
4199;36;18/11/2012;17:00;Domingo;Flamengo;Palmeiras;;;;;-;raulino de oliveira;1;1;RJ;SP;-
4200;36;18/11/2012;17:00;Domingo;Fluminense;Cruzeiro;;;;;Cruzeiro;engenhao;0;2;RJ;MG;MG
4201;36;18/11/2012;17:00;Domingo;Sao Paulo;Nautico;;;;;Sao Paulo;morumbi;2;1;SP;PE;SP
4202;36;18/11/2012;17:00;Domingo;Atletico-MG;Atletico-GO;;;;;-;independencia;2;2;MG;GO;-
4203;36;18/11/2012;17:00;Domingo;Bahia;Ponte Preta;;;;;Bahia;pituacu;1;0;BA;SP;BA
4204;36;18/11/2012;19:30;Domingo;Internacional;Corinthians;;;;;Corinthians;beira rio;0;2;RS;SP;SP
4205;36;18/11/2012;19:30;Domingo;Portuguesa;Gremio;;;;;-;caninde;2;2;SP;RS;-
4206;36;18/11/2012;19:30;Domingo;Sport;Botafogo-RJ;;;;;Sport;ilha do retiro;2;0;PE;RJ;PE
4207;37;24/11/2012;19:30;Sabado;Vasco;Flamengo;;;;;-;engenhao;1;1;RJ;RJ;-
4208;37;24/11/2012;19:30;Sabado;Corinthians;Santos;;;;;-;pacaembu;1;1;SP;SP;-
4209;37;25/11/2012;17:00;Domingo;Botafogo-RJ;Atletico-MG;;;;;Atletico-MG;engenhao;2;3;RJ;MG;MG
4210;37;25/11/2012;17:00;Domingo;Figueirense;Gremio;;;;;Gremio;orlando scarpelli;2;4;SC;RS;RS
4211;37;25/11/2012;17:00;Domingo;Ponte Preta;Sao Paulo;;;;;-;moises lucarelli;0;0;SP;SP;-
4212;37;25/11/2012;17:00;Domingo;Cruzeiro;Coritiba;;;;;Cruzeiro;independencia;2;1;MG;PR;MG
4213;37;25/11/2012;17:00;Domingo;Palmeiras;Atletico-GO;;;;;Atletico-GO;pacaembu;1;2;SP;GO;GO
4214;37;25/11/2012;17:00;Domingo;Bahia;Nautico;;;;;-;pituacu;1;1;BA;PE;-
